frame_path,video_stem,labels_str,fold
data/frames/5_forstep1and2/1000_f00.jpg,1000,,
data/frames/5_forstep1and2/1000_f01.jpg,1000,,
data/frames/5_forstep1and2/1000_f02.jpg,1000,,
data/frames/5_forstep1and2/1000_f03.jpg,1000,,
data/frames/5_forstep1and2/1000_f04.jpg,1000,,
data/frames/5_forstep1and2/1001_f00.jpg,1001,,
data/frames/5_forstep1and2/1001_f04.jpg,1001,,
data/frames/5_forstep1and2/1002_f00.jpg,1002,0,3.0
data/frames/5_forstep1and2/1002_f01.jpg,1002,0,3.0
data/frames/5_forstep1and2/1002_f02.jpg,1002,0,3.0
data/frames/5_forstep1and2/1002_f04.jpg,1002,0,3.0
data/frames/5_forstep1and2/1003_f00.jpg,1003,,
data/frames/5_forstep1and2/1003_f01.jpg,1003,,
data/frames/5_forstep1and2/1003_f03.jpg,1003,,
data/frames/5_forstep1and2/1003_f04.jpg,1003,,
data/frames/5_forstep1and2/1004_f00.jpg,1004,0,3.0
data/frames/5_forstep1and2/1004_f01.jpg,1004,0,3.0
data/frames/5_forstep1and2/1004_f03.jpg,1004,0,3.0
data/frames/5_forstep1and2/1004_f04.jpg,1004,0,3.0
data/frames/5_forstep1and2/1005_f00.jpg,1005,0,2.0
data/frames/5_forstep1and2/1005_f04.jpg,1005,0,2.0
data/frames/5_forstep1and2/1006_f00.jpg,1006,,
data/frames/5_forstep1and2/1006_f03.jpg,1006,,
data/frames/5_forstep1and2/1006_f04.jpg,1006,,
data/frames/5_forstep1and2/1007_f02.jpg,1007,0,4.0
data/frames/5_forstep1and2/1007_f04.jpg,1007,0,4.0
data/frames/5_forstep1and2/1008_f00.jpg,1008,0,1.0
data/frames/5_forstep1and2/1008_f02.jpg,1008,0,1.0
data/frames/5_forstep1and2/1008_f03.jpg,1008,0,1.0
data/frames/5_forstep1and2/1008_f04.jpg,1008,0,1.0
data/frames/5_forstep1and2/1010_f00.jpg,1010,0,3.0
data/frames/5_forstep1and2/1010_f02.jpg,1010,0,3.0
data/frames/5_forstep1and2/1010_f03.jpg,1010,0,3.0
data/frames/5_forstep1and2/1010_f04.jpg,1010,0,3.0
data/frames/5_forstep1and2/1011_f00.jpg,1011,0,2.0
data/frames/5_forstep1and2/1011_f02.jpg,1011,0,2.0
data/frames/5_forstep1and2/1011_f03.jpg,1011,0,2.0
data/frames/5_forstep1and2/1011_f04.jpg,1011,0,2.0
data/frames/5_forstep1and2/1013_f00.jpg,1013,0,1.0
data/frames/5_forstep1and2/1013_f01.jpg,1013,0,1.0
data/frames/5_forstep1and2/1013_f02.jpg,1013,0,1.0
data/frames/5_forstep1and2/1013_f03.jpg,1013,0,1.0
data/frames/5_forstep1and2/1013_f04.jpg,1013,0,1.0
data/frames/5_forstep1and2/1015_f00.jpg,1015,0,1.0
data/frames/5_forstep1and2/1015_f04.jpg,1015,0,1.0
data/frames/5_forstep1and2/1016_f00.jpg,1016,,
data/frames/5_forstep1and2/1016_f02.jpg,1016,,
data/frames/5_forstep1and2/1016_f03.jpg,1016,,
data/frames/5_forstep1and2/1016_f04.jpg,1016,,
data/frames/5_forstep1and2/1019_f00.jpg,1019,0,2.0
data/frames/5_forstep1and2/1019_f02.jpg,1019,0,2.0
data/frames/5_forstep1and2/1019_f04.jpg,1019,0,2.0
data/frames/5_forstep1and2/1020_f00.jpg,1020,0,2.0
data/frames/5_forstep1and2/1020_f01.jpg,1020,0,2.0
data/frames/5_forstep1and2/1020_f04.jpg,1020,0,2.0
data/frames/5_forstep1and2/1021_f00.jpg,1021,0,4.0
data/frames/5_forstep1and2/1021_f01.jpg,1021,0,4.0
data/frames/5_forstep1and2/1021_f02.jpg,1021,0,4.0
data/frames/5_forstep1and2/1021_f03.jpg,1021,0,4.0
data/frames/5_forstep1and2/1021_f04.jpg,1021,0,4.0
data/frames/5_forstep1and2/1023_f00.jpg,1023,0,3.0
data/frames/5_forstep1and2/1023_f04.jpg,1023,0,3.0
data/frames/5_forstep1and2/1025_f00.jpg,1025,0,0.0
data/frames/5_forstep1and2/1025_f03.jpg,1025,0,0.0
data/frames/5_forstep1and2/1026_f00.jpg,1026,0,0.0
data/frames/5_forstep1and2/1026_f04.jpg,1026,0,0.0
data/frames/5_forstep1and2/1029_f03.jpg,1029,0,3.0
data/frames/5_forstep1and2/1029_f04.jpg,1029,0,3.0
data/frames/5_forstep1and2/1030_f00.jpg,1030,0,3.0
data/frames/5_forstep1and2/1030_f03.jpg,1030,0,3.0
data/frames/5_forstep1and2/1031_f00.jpg,1031,0,0.0
data/frames/5_forstep1and2/1031_f02.jpg,1031,0,0.0
data/frames/5_forstep1and2/1031_f03.jpg,1031,0,0.0
data/frames/5_forstep1and2/1031_f04.jpg,1031,0,0.0
data/frames/5_forstep1and2/1032_f00.jpg,1032,0,0.0
data/frames/5_forstep1and2/1032_f01.jpg,1032,0,0.0
data/frames/5_forstep1and2/1032_f04.jpg,1032,0,0.0
data/frames/5_forstep1and2/1033_f00.jpg,1033,0,1.0
data/frames/5_forstep1and2/1033_f04.jpg,1033,0,1.0
data/frames/5_forstep1and2/1034_f00.jpg,1034,0,0.0
data/frames/5_forstep1and2/1034_f04.jpg,1034,0,0.0
data/frames/5_forstep1and2/1036_f00.jpg,1036,0,3.0
data/frames/5_forstep1and2/1036_f01.jpg,1036,0,3.0
data/frames/5_forstep1and2/1036_f03.jpg,1036,0,3.0
data/frames/5_forstep1and2/1036_f04.jpg,1036,0,3.0
data/frames/5_forstep1and2/1037_f00.jpg,1037,,
data/frames/5_forstep1and2/1037_f01.jpg,1037,,
data/frames/5_forstep1and2/1037_f02.jpg,1037,,
data/frames/5_forstep1and2/1037_f03.jpg,1037,,
data/frames/5_forstep1and2/1037_f04.jpg,1037,,
data/frames/5_forstep1and2/1039_f03.jpg,1039,,
data/frames/5_forstep1and2/1040_f04.jpg,1040,,
data/frames/5_forstep1and2/1041_f00.jpg,1041,0,0.0
data/frames/5_forstep1and2/1041_f01.jpg,1041,0,0.0
data/frames/5_forstep1and2/1041_f02.jpg,1041,0,0.0
data/frames/5_forstep1and2/1041_f03.jpg,1041,0,0.0
data/frames/5_forstep1and2/1041_f04.jpg,1041,0,0.0
data/frames/5_forstep1and2/1042_f00.jpg,1042,0,3.0
data/frames/5_forstep1and2/1042_f02.jpg,1042,0,3.0
data/frames/5_forstep1and2/1042_f04.jpg,1042,0,3.0
data/frames/5_forstep1and2/1043_f04.jpg,1043,0,4.0
data/frames/5_forstep1and2/1044_f03.jpg,1044,,
data/frames/5_forstep1and2/1044_f04.jpg,1044,,
data/frames/5_forstep1and2/1045_f04.jpg,1045,0,2.0
data/frames/5_forstep1and2/1046_f00.jpg,1046,0,3.0
data/frames/5_forstep1and2/1046_f03.jpg,1046,0,3.0
data/frames/5_forstep1and2/1046_f04.jpg,1046,0,3.0
data/frames/5_forstep1and2/1047_f00.jpg,1047,0,1.0
data/frames/5_forstep1and2/1047_f04.jpg,1047,0,1.0
data/frames/5_forstep1and2/1048_f00.jpg,1048,0,4.0
data/frames/5_forstep1and2/1048_f02.jpg,1048,0,4.0
data/frames/5_forstep1and2/1048_f03.jpg,1048,0,4.0
data/frames/5_forstep1and2/1048_f04.jpg,1048,0,4.0
data/frames/5_forstep1and2/1049_f00.jpg,1049,0,4.0
data/frames/5_forstep1and2/1049_f01.jpg,1049,0,4.0
data/frames/5_forstep1and2/1049_f02.jpg,1049,0,4.0
data/frames/5_forstep1and2/1049_f03.jpg,1049,0,4.0
data/frames/5_forstep1and2/1050_f00.jpg,1050,,
data/frames/5_forstep1and2/1050_f01.jpg,1050,,
data/frames/5_forstep1and2/1050_f03.jpg,1050,,
data/frames/5_forstep1and2/1050_f04.jpg,1050,,
data/frames/5_forstep1and2/1051_f00.jpg,1051,,
data/frames/5_forstep1and2/1051_f01.jpg,1051,,
data/frames/5_forstep1and2/1051_f04.jpg,1051,,
data/frames/5_forstep1and2/1052_f02.jpg,1052,0,4.0
data/frames/5_forstep1and2/1052_f04.jpg,1052,0,4.0
data/frames/5_forstep1and2/1053_f01.jpg,1053,0,4.0
data/frames/5_forstep1and2/1053_f02.jpg,1053,0,4.0
data/frames/5_forstep1and2/1053_f03.jpg,1053,0,4.0
data/frames/5_forstep1and2/1054_f00.jpg,1054,0,4.0
data/frames/5_forstep1and2/1054_f01.jpg,1054,0,4.0
data/frames/5_forstep1and2/1054_f03.jpg,1054,0,4.0
data/frames/5_forstep1and2/1054_f04.jpg,1054,0,4.0
data/frames/5_forstep1and2/1055_f00.jpg,1055,,
data/frames/5_forstep1and2/1055_f01.jpg,1055,,
data/frames/5_forstep1and2/1055_f02.jpg,1055,,
data/frames/5_forstep1and2/1055_f04.jpg,1055,,
data/frames/5_forstep1and2/1056_f00.jpg,1056,0,4.0
data/frames/5_forstep1and2/1056_f04.jpg,1056,0,4.0
data/frames/5_forstep1and2/1057_f00.jpg,1057,0,4.0
data/frames/5_forstep1and2/1057_f02.jpg,1057,0,4.0
data/frames/5_forstep1and2/1057_f03.jpg,1057,0,4.0
data/frames/5_forstep1and2/1057_f04.jpg,1057,0,4.0
data/frames/5_forstep1and2/1059_f00.jpg,1059,,
data/frames/5_forstep1and2/1059_f01.jpg,1059,,
data/frames/5_forstep1and2/1059_f02.jpg,1059,,
data/frames/5_forstep1and2/1059_f03.jpg,1059,,
data/frames/5_forstep1and2/1059_f04.jpg,1059,,
data/frames/5_forstep1and2/1060_f00.jpg,1060,0,4.0
data/frames/5_forstep1and2/1060_f01.jpg,1060,0,4.0
data/frames/5_forstep1and2/1060_f02.jpg,1060,0,4.0
data/frames/5_forstep1and2/1060_f04.jpg,1060,0,4.0
data/frames/5_forstep1and2/1062_f00.jpg,1062,0,3.0
data/frames/5_forstep1and2/1063_f00.jpg,1063,0,0.0
data/frames/5_forstep1and2/1063_f01.jpg,1063,0,0.0
data/frames/5_forstep1and2/1063_f03.jpg,1063,0,0.0
data/frames/5_forstep1and2/1063_f04.jpg,1063,0,0.0
data/frames/5_forstep1and2/1064_f00.jpg,1064,,
data/frames/5_forstep1and2/1064_f04.jpg,1064,,
data/frames/5_forstep1and2/1065_f00.jpg,1065,,
data/frames/5_forstep1and2/1065_f01.jpg,1065,,
data/frames/5_forstep1and2/1065_f02.jpg,1065,,
data/frames/5_forstep1and2/1066_f00.jpg,1066,0,3.0
data/frames/5_forstep1and2/1066_f01.jpg,1066,0,3.0
data/frames/5_forstep1and2/1066_f03.jpg,1066,0,3.0
data/frames/5_forstep1and2/1066_f04.jpg,1066,0,3.0
data/frames/5_forstep1and2/1068_f00.jpg,1068,0,3.0
data/frames/5_forstep1and2/1068_f01.jpg,1068,0,3.0
data/frames/5_forstep1and2/1068_f02.jpg,1068,0,3.0
data/frames/5_forstep1and2/1068_f03.jpg,1068,0,3.0
data/frames/5_forstep1and2/1068_f04.jpg,1068,0,3.0
data/frames/5_forstep1and2/1069_f00.jpg,1069,,
data/frames/5_forstep1and2/1069_f01.jpg,1069,,
data/frames/5_forstep1and2/1069_f03.jpg,1069,,
data/frames/5_forstep1and2/1069_f04.jpg,1069,,
data/frames/5_forstep1and2/1071_f00.jpg,1071,,
data/frames/5_forstep1and2/1071_f01.jpg,1071,,
data/frames/5_forstep1and2/1071_f03.jpg,1071,,
data/frames/5_forstep1and2/1071_f04.jpg,1071,,
data/frames/5_forstep1and2/1072_f00.jpg,1072,0,1.0
data/frames/5_forstep1and2/1072_f03.jpg,1072,0,1.0
data/frames/5_forstep1and2/1075_f00.jpg,1075,0,0.0
data/frames/5_forstep1and2/1075_f04.jpg,1075,0,0.0
data/frames/5_forstep1and2/1076_f00.jpg,1076,0,2.0
data/frames/5_forstep1and2/1076_f04.jpg,1076,0,2.0
data/frames/5_forstep1and2/1077_f00.jpg,1077,,
data/frames/5_forstep1and2/1077_f01.jpg,1077,,
data/frames/5_forstep1and2/1077_f02.jpg,1077,,
data/frames/5_forstep1and2/1077_f03.jpg,1077,,
data/frames/5_forstep1and2/1077_f04.jpg,1077,,
data/frames/5_forstep1and2/1078_f00.jpg,1078,,
data/frames/5_forstep1and2/1078_f03.jpg,1078,,
data/frames/5_forstep1and2/1078_f04.jpg,1078,,
data/frames/5_forstep1and2/1079_f00.jpg,1079,0,1.0
data/frames/5_forstep1and2/1079_f02.jpg,1079,0,1.0
data/frames/5_forstep1and2/1079_f03.jpg,1079,0,1.0
data/frames/5_forstep1and2/1079_f04.jpg,1079,0,1.0
data/frames/5_forstep1and2/1080_f01.jpg,1080,0,1.0
data/frames/5_forstep1and2/1080_f02.jpg,1080,0,1.0
data/frames/5_forstep1and2/1080_f04.jpg,1080,0,1.0
data/frames/5_forstep1and2/1082_f00.jpg,1082,,
data/frames/5_forstep1and2/1082_f03.jpg,1082,,
data/frames/5_forstep1and2/1082_f04.jpg,1082,,
data/frames/5_forstep1and2/1083_f00.jpg,1083,0,2.0
data/frames/5_forstep1and2/1083_f01.jpg,1083,0,2.0
data/frames/5_forstep1and2/1083_f02.jpg,1083,0,2.0
data/frames/5_forstep1and2/1083_f03.jpg,1083,0,2.0
data/frames/5_forstep1and2/1083_f04.jpg,1083,0,2.0
data/frames/5_forstep1and2/1084_f00.jpg,1084,0,0.0
data/frames/5_forstep1and2/1084_f01.jpg,1084,0,0.0
data/frames/5_forstep1and2/1084_f02.jpg,1084,0,0.0
data/frames/5_forstep1and2/1084_f03.jpg,1084,0,0.0
data/frames/5_forstep1and2/1084_f04.jpg,1084,0,0.0
data/frames/5_forstep1and2/1085_f02.jpg,1085,0,4.0
data/frames/5_forstep1and2/1085_f03.jpg,1085,0,4.0
data/frames/5_forstep1and2/1085_f04.jpg,1085,0,4.0
data/frames/5_forstep1and2/1087_f00.jpg,1087,0,4.0
data/frames/5_forstep1and2/1087_f01.jpg,1087,0,4.0
data/frames/5_forstep1and2/1087_f02.jpg,1087,0,4.0
data/frames/5_forstep1and2/1087_f03.jpg,1087,0,4.0
data/frames/5_forstep1and2/1087_f04.jpg,1087,0,4.0
data/frames/5_forstep1and2/1088_f01.jpg,1088,,
data/frames/5_forstep1and2/1088_f02.jpg,1088,,
data/frames/5_forstep1and2/1088_f03.jpg,1088,,
data/frames/5_forstep1and2/1088_f04.jpg,1088,,
data/frames/5_forstep1and2/1089_f00.jpg,1089,,
data/frames/5_forstep1and2/1089_f01.jpg,1089,,
data/frames/5_forstep1and2/1089_f02.jpg,1089,,
data/frames/5_forstep1and2/1089_f03.jpg,1089,,
data/frames/5_forstep1and2/1089_f04.jpg,1089,,
data/frames/5_forstep1and2/1777_f00.jpg,1777,0,0.0
data/frames/5_forstep1and2/1777_f01.jpg,1777,0,0.0
data/frames/5_forstep1and2/1777_f02.jpg,1777,0,0.0
data/frames/5_forstep1and2/1777_f04.jpg,1777,0,0.0
data/frames/5_forstep1and2/1778_f00.jpg,1778,0,0.0
data/frames/5_forstep1and2/1778_f01.jpg,1778,0,0.0
data/frames/5_forstep1and2/1778_f04.jpg,1778,0,0.0
data/frames/5_forstep1and2/1779_f04.jpg,1779,0,0.0
data/frames/5_forstep1and2/1780_f00.jpg,1780,0,1.0
data/frames/5_forstep1and2/1780_f04.jpg,1780,0,1.0
data/frames/5_forstep1and2/1782_f00.jpg,1782,,
data/frames/5_forstep1and2/1782_f04.jpg,1782,,
data/frames/5_forstep1and2/1783_f00.jpg,1783,0,0.0
data/frames/5_forstep1and2/1784_f04.jpg,1784,0,4.0
data/frames/5_forstep1and2/1785_f00.jpg,1785,0,3.0
data/frames/5_forstep1and2/1785_f01.jpg,1785,0,3.0
